site_code,pop_class,County,,Address,Full FIPS
134008,Rural,Yolo County,," I-5, Dunnigan, CA, 95937",
134009,Rural,Yolo County,,"7958 Yolo County Line Rd, Arbuckle, CA, 95912",
134009,Rural,Yolo County,,"2475 Industrial Blvd, West Sacramento, CA, 95691",
135002,Rural,Yolo County,,"14 W Cross St, Woodland, CA, 95695",
135003,Suburban,Yolo County,,"600 Northeast St, Woodland, CA, 95776",
135007,Rural,Yolo County,,"14460 Oak St, Rumsey, CA, 95679",
135009,Rural,Yolo County,," I-5, Zamora, CA, 95698",
135010,Suburban,Yolo County,,"220.5 Harter Ave, Woodland, CA, 95776",
135014,Rural,Yolo County,,"9743 Reed St, Knights Landing, CA, 95645",
135016,Suburban,Yolo County,,"15050 County Rd 85, Esparto, CA, 95627",
135018,Rural,Yolo County,,"7450 County Rd 95, Zamora, CA, 95698",
135022,Suburban,Yolo County,," I-505, Winters, CA, 95694",
136004,,Yolo County,,"30546 Rd 7, Woodland, CA, 95695",
136005,Rural,Yolo County,," I-80, El Macero, CA, 95618",
136006,Rural,Yolo County,," I-80, El Macero, CA, 95618",
136011,Rural,Yolo County,,"37884 County Rd 12, Zamora, CA, 95698",
136012,Rural,Yolo County,,"7958 Yolo County Line Rd, Arbuckle, CA, 95912",
136014,Rural,Yolo County,," I-80, El Macero, CA, 95618",
136014,Rural,Yolo County,," I-80, West Sacramento, CA, 95605",
136016,Rural,Yolo County,," I-5, Woodland, CA, 95776",
137004,Suburban,Yolo County,,"499 Karnail St, Winters, CA, 95694",
137012,Suburban,Yolo County,,"1020.5 North St, Woodland, CA, 95695",
137013,Suburban,Yolo County,,"1999 Hwy 16, Rumsey, CA, 95679",
143002,Rural,Yolo County,,"147 E Baker St, Winters, CA, 95694",
143007,Suburban,Yolo County,,"28 E Main St, Winters, CA, 95694",
143011,Rural,Yolo County,,"7980 County Rd 98A, Knights Landing, CA, 95645",
143013,Rural,Yolo County,,"32284 County Rd 10, Zamora, CA, 95698",
144001,Rural,Yolo County,,"3970 County Rd 95B, Knights Landing, CA, 95645",
145001,Suburban,Yolo County,,"28517 County Rd 107, El Macero, CA, 95618",
145005,Rural,Yolo County,,"816 Garrod Dr, Davis, CA, 95616",
145011,Suburban,Yolo County,,"1475 Hwy 16, Rumsey, CA, 95679",
145015,Suburban,Yolo County,,"3200 County Rd 88B, Dunnigan, CA, 95937",
145018,Rural,Yolo County,,"18960 County Rd 89, Madison, CA, 95653",
146005,Rural,Yolo County,,"45449 County Rd 28H, El Macero, CA, 95618",
146007,Rural,Yolo County,," I-5, Dunnigan, CA, 95937",
146008,Rural,Yolo County,," I-5, Sacramento, CA, 95837",
146010,Rural,Yolo County,,"44501 S El Macero Dr, El Macero, CA, 95618",
146011,Suburban,Yolo County,,"2090 Locks Dr, West Sacramento, CA, 95691",
146015,Rural,Yolo County,," I-80, El Macero, CA, 95618",
146023,Rural,Yolo County,,"13478 County Rd 76, Brooks, CA, 95606",
147001,Suburban,Yolo County,,"509 W El Dorado Dr, Woodland, CA, 95695",
147005,Rural,Yolo County,,"8344 Rd 94, Woodland, CA, 95695",
147008,Suburban,Yolo County,,"3940 Marshall Rd, West Sacramento, CA, 95691",
147012,Suburban,Yolo County,,"15900 County Rd 85, Capay, CA, 95607",
147017,Rural,Yolo County,," I-80, West Sacramento, CA, 95605",
156001,Rural,Yolo County,,"39415 County Rd 104, Dixon, CA, 95620",
157002,Rural,Yolo County,,"43538 Montgomery Ave, Davis, CA, 95618",
166001,Rural,Yolo County,,"9743 Reed St, Knights Landing, CA, 95645",
166002,Rural,Yolo County,,"14301 County Rd 41, Rumsey, CA, 95679",
166003,Rural,Yolo County,,"44561 County Rd 30B, El Macero, CA, 95618",
166004,Rural,Yolo County,,"5986 County Rd 95B, Knights Landing, CA, 95645",
201001,Rural,Sacramento County,,"11616 Clay Station Rd, Herald, CA, 95638",
201002,Rural,Sacramento County,,"2581 Gibson Ranch Rd, Elverta, CA, 95626",
201003,Rural,Sacramento County,,"1707 Twin Cities Rd, Walnut Grove, CA, 95690",
201007,Rural,Sacramento County,,"1200 W Elverta Rd, Sacramento, CA, 95836",
201011,Suburban,Yolo County,,"24875 Hwy 128, Winters, CA, 95694",
202012,Rural,Sacramento County,,"309 W Q St, Rio Linda, CA, 95673",
202017,Rural,Sacramento County,," CA 160, Antioch, CA, 94509",
202029,Rural,Sacramento County,,"3885 Pennsylvania Ave, Fair Oaks, CA, 95628",
202032,Rural,Sacramento County,,"3239 W Elverta Rd, Sacramento, CA, 95836",
202033,Rural,Sacramento County,,"8659 State Hwy 160, Sacramento, CA, 95832",
202034,Rural,Sacramento County,," CA 99, Sacramento, CA, 95836",
202035,Rural,Sacramento County,,"12999 Bruceville Rd, Elk Grove, CA, 95758",
202037,Rural,Sacramento County,,"865 Mc Cauley Way, Galt, CA, 95632",
203001,Rural,Sacramento County,,"1079 Twin Cities Rd, Walnut Grove, CA, 95690",
203004,Suburban,Sacramento County,,"9190 Klagge Ct, Elk Grove, CA, 95758",
203019,Rural,Sacramento County,," I-5, Sacramento, CA, 94204",
203023,Rural,Sacramento County,,"10031 Sherman Island East Le Rd, Rio Vista, CA, 94571",
203037,Rural,Sacramento County,,"9970 Winkle Cir, Elk Grove, CA, 95757",
203039,Suburban,Sacramento County,,"4426 Excelsior Rd, Mather, CA, 95655",
203044,Suburban,Sacramento County,,"6811 Bilby Rd, Elk Grove, CA, 95757",
204041,Suburban,Sacramento County,,"6601 W 2nd St, Rio Linda, CA, 95673",
204044,Suburban,Sacramento County,,"7226 Sunrise Blvd, Citrus Heights, CA, 95610",
204209,Urban,Sacramento County,,"8029 Mariposa Ave, Citrus Heights, CA, 95610",
205005,Suburban,Sacramento County,," I-5, West Sacramento, CA, 95605",
205012,Suburban,Sacramento County,," I-5, Sacramento, CA, 94204",
205022,Suburban,Sacramento County,,"2025 Brockway Ct, Sacramento, CA, 95818",
206001,Suburban,Sacramento County,,"5492 Foxhurst Ct, Rancho Cordova, CA, 95742",
212004,Suburban,Sacramento County,,"1000 Garden Hwy, Sacramento, CA, 95833",
212008,Suburban,Sacramento County,,"9561 Fite School Rd, Sacramento, CA, 95829",
212032,Rural,Sacramento County,,"3418 Flight Ln, McClellan, CA, 95652",
212034,Suburban,Sacramento County,,"19530 Sherman Island East Levee Rd, Rio Vista, CA, 94571",
212035,Suburban,Sacramento County,,"14719 River Rd, Isleton, CA, 95641",
213008,Suburban,Sacramento County,,"1836 W Elverta Rd, Sacramento, CA, 95836",
213009,Suburban,Sacramento County,,"19900 Sherman Island East Levee Rd, Rio Vista, CA, 94571",
213017,Suburban,Sacramento County,,"11120 Moose River Ct, Rancho Cordova, CA, 95670",
213026,Rural,Sacramento County,,"1425 Bell Ave, Sacramento, CA, 95838",
213042,Suburban,Sacramento County,,"4728 C Pkwy, Sacramento, CA, 95823",
213045,Suburban,Sacramento County,,"101 2nd St, Isleton, CA, 95641",
214001,Suburban,Sacramento County,,"13291 Folsom Blvd, Folsom, CA, 95630",
214012,Suburban,Sacramento County,," I-5, Sacramento, CA, 95832",
214043,Suburban,Sacramento County,,"9751 Big Horn Blvd, Elk Grove, CA, 95757",
214046,Suburban,Sacramento County,,"11801 Riverside Ave, Courtland, CA, 95615",
214057,Suburban,Sacramento County,,"10916 Stone Lake Rd, Elk Grove, CA, 95757",
215022,Suburban,Sacramento County,,"6056 Bilby Rd, Elk Grove, CA, 95757",
222035,Suburban,Sacramento County,,"13291 Folsom Blvd, Folsom, CA, 95630",
223011,Suburban,Sacramento County,,"1000 Rod Beaudry Dr, Rancho Cordova, CA, 95670",
223013,Suburban,Sacramento County,,"13370 Montfort Ave, Herald, CA, 95638",
223015,Suburban,Sacramento County,,"19 Jupes Ct, Sacramento, CA, 95817",
223016,Suburban,Sacramento County,,"100 6th St, Isleton, CA, 95641",
223017,Suburban,Sacramento County,,"1149 W Brannan Island Rd, Isleton, CA, 95641",
223057,Suburban,Sacramento County,,"4715 Robert Frost Way, Sacramento, CA, 95842",
224011,Rural,Sacramento County,,"350 E Levee Rd, Sacramento, CA, 95838",
224013,Suburban,Sacramento County,,"5341 Walnut Ave, Sacramento, CA, 95841",
225001,Rural,Sacramento County,,"1449 Hood Franklin Rd, Elk Grove, CA, 95758",
233055,Suburban,Sacramento County,,"8043 Toby St, Sacramento, CA, 95828",
233062,Suburban,Sacramento County,," I-5, Sacramento, CA, 95837",
233071,Suburban,Sacramento County,,"2987 Loma Verde Way, Sacramento, CA, 95822",
233081,Suburban,Sacramento County,,"10394 Franklin High Rd, Elk Grove, CA, 95757",
233085,,Sacramento County,,"3900 W Land Park Dr, Sacramento, CA, 95822",
233091,,Sacramento County,,"6008 Laguna Villa Way, Elk Grove, CA, 95758",
234017,Suburban,Sacramento County,,"2591 W Elkhorn Blvd, Rio Linda, CA, 95673",
234023,Rural,Sacramento County,,"7641 Bar Du Ln, Sacramento, CA, 95829",
235013,Rural,Sacramento County,,"20175 Sherman Island East Levee Rd, Rio Vista, CA, 94571",
242010,Rural,Sacramento County,,"13453 Franklin Blvd, Galt, CA, 95632",
242011,Rural,Sacramento County,,"17234 Jackson Slough Rd, Isleton, CA, 95641",
242013,Rural,Sacramento County,,"1611 Hood Franklin Rd, Elk Grove, CA, 95757",
242017,Rural,Sacramento County,," CA 99, Sacramento, CA, 95836",
242018,Rural,Sacramento County,,"14406 Tyler Island Rd, Isleton, CA, 95641",
243006,Rural,Sacramento County,,"3825 Watermist Way, Sacramento, CA, 95835",
243007,Rural,Sacramento County,,"2581 Gibson Ranch Rd, Elverta, CA, 95626",
243008,Rural,Sacramento County,,"8156 Twin Cities Rd, Elk Grove, CA, 95757",
243020,Suburban,Sacramento County,,"9970 Winkle Cir, Elk Grove, CA, 95757",
243022,Suburban,Sacramento County,,"3655 Fulton Ave, Sacramento, CA, 95821",
243027,Rural,Sacramento County,,"10444 Barrena Loop, Elk Grove, CA, 95757",
243031,,Sacramento County,,"11088 Clay Station Rd, Herald, CA, 95638",
243032,Rural,Sacramento County,,"7111 Stonehouse Rd, Sloughhouse, CA, 95683",
243036,Rural,Sacramento County,," I-5, Sacramento, CA, 95832",
243037,Rural,Sacramento County,," I-5, Sacramento, CA, 95832",
243038,Rural,Sacramento County,,"7000 Big Horn Blvd, Elk Grove, CA, 95758",
243043,Suburban,Sacramento County,,"10150 Franklin High Rd, Elk Grove, CA, 95757",
244003,Rural,Sacramento County,,"7003.5 Baldwin Dam Rd, Folsom, CA, 95630",
245006,Rural,Sacramento County,,"1261 Depot Ln, Walnut Grove, CA, 95690",
245008,Rural,Sacramento County,,"12700 Meiss Rd, Sloughhouse, CA, 95683",
245019,Rural,Sacramento County,,"2601 W Elkhorn Blvd, Rio Linda, CA, 95673",
245021,Rural,Sacramento County,,"701 6th St, Isleton, CA, 95641",
252002,Rural,Sacramento County,,"922 W Brannan Island Rd, Isleton, CA, 95641",
252005,Rural,Sacramento County,," I-5, Sacramento, CA, 94204",
252006,Rural,Sacramento County,," I-5, Sacramento, CA, 94204",
252007,Rural,Sacramento County,," I-5, Elk Grove, CA, 95758",
252011,Rural,Sacramento County,,"16279 Victory Hwy, Walnut Grove, CA, 95690",
252017,Rural,Sacramento County,,"500 Ethan Way, Sacramento, CA, 95815",
252024,Rural,Sacramento County,,"1917 W Elverta Rd, Sacramento, CA, 95836",
253002,Rural,Sacramento County,,"8100 Twin Cities Rd, Elk Grove, CA, 95757",
253006,Rural,Sacramento County,,"4051 Zinfandel Dr, Mather, CA, 95655",
253007,Rural,Sacramento County,,"9976 Live Oak Ave, Galt, CA, 95632",
253011,Rural,Sacramento County,,"19290 State Hwy 12, Isleton, CA, 95641",
253013,Rural,Sacramento County,,"1607 Hood Franklin Rd, Elk Grove, CA, 95757",
254001,Rural,Sacramento County,,"491 St Hwy 220, Walnut Grove, CA, 95690",
254002,Rural,Sacramento County,,"13199 Bruceville Rd, Galt, CA, 95632",
254027,Rural,Sacramento County,,"13290 Gray Horse Dr, Galt, CA, 95632",
254032,Rural,Sacramento County,,"5404 Lang Ave, Rio Linda, CA, 95673",
254034,Suburban,Sacramento County,,"16478 Jackson Blvd, Isleton, CA, 95641",
255007,Rural,Sacramento County,,"401 6th St, Isleton, CA, 95641",
255011,Rural,Sacramento County,,"14290 St Hwy 160, Ryde, CA, 95680",
261006,Rural,Sacramento County,," I-5, Elk Grove, CA, 95758",
261007,Rural,Sacramento County,,"4101 Windy Cove Dr, Elk Grove, CA, 95758",
261008,Rural,Sacramento County,,"2360 W Twitchell Island Rd, Rio Vista, CA, 94571",
261009,Rural,Sacramento County,,"18831 State Hwy 84, Rio Vista, CA, 94571",
261015,Rural,Sacramento County,,"15273 Victory Hwy, Walnut Grove, CA, 95690",
261018,Rural,Sacramento County,,"14495 Tyler Island Rd, Isleton, CA, 95641",
270002,Rural,Sacramento County,,"10203 Spaatz Way, Mather, CA, 95655",
271001,Rural,Sacramento County,,"1400 W Elverta Rd, Sacramento, CA, 95836",
